id,name,transliterated_name,viaf_id,wikidata_id
652,Татьяна Никольская,Tatʹi͡ana  Nikolʹskai͡a,97127349,Q21857124
657,Геннадий Айги,Hennadiĭ  Aĭgi,97086864,Q335110
658,Раиса Берг,Raisa  Berg,112264658,Q19866719
659,Саша Ирбе,Sasha  Irbe,311780549,Q24350469
660,Константин Селиверстов,Konstantin  Seliverstov,46554086,
662,Юлия Беломлинская,I͡Ulii͡a  Belomlinskai͡a,52859772,Q4082581
663,Милика Павлович,Milika  Pavlovich,,
664,Евгений Кучинский,Evgeniĭ  Kuchinskiĭ,299720999,Q112991853
665,Николай Михин,Nikolaĭ  Mikhin,84828799,
666,Татьяна Галушко,Tatʹi͡ana  Halushko,30603590,
667,Леонид Дубшан,Leonid  Dubshan,,
668,Наталья Иванова,Natalʹi͡a  Ivanova,46121530,
669,Ян Плампер,I͡An  Plamper,274468663,Q21073042
671,Кейс Верхейл,Keĭs  Verkheĭl,164434840,Q2018398
672,Евгений Кушов,Evgeniĭ  Kushov,,
673,Александр Межов,Aleksandr  Mezhov,,
674,Владислав Трофимов,Vladislav  Trofimov,'923152636166620053504',
675,Сергей Гоникберг,Sergeĭ  Honikberg,,
676,Святослав Коровин,Svi͡atoslav  Korovin,,
677,Тибул Камчатский,Tibul  Kamchatskiĭ,,
678,Вера Вересиянова,Vera  Veresii͡anova,,
679,Диана Ивануц,Diana  Ivanut͡s,,
680,Вячеслав Дерягин,Vi͡acheslav  Deri͡agin,,
681,Иван Кузнецов,Ivan  Kuznet͡sov,46454500,
683,Николай Якимчук,Nikolaĭ  I͡Akimchuk,285613183,Q4536695
685,Евгений Гришковец,Evgeniĭ  Hrishkovet͡s,226584642,Q1688694
692,Елена Юнгер,Elena  I͡Unger,58038300,Q4534524
695,Дарья Смирнова,Darʹi͡a  Smirnova,'19165706436348932096',
696,Антон Равик,Anton  Ravik,,
697,Степан Бранд,Stepan  Brand,,
698,Анна Новицкая,Anna  Novit͡skai͡a,,
699,Ольга БесСердечный,Olʹga  BesSerdechnyĭ,,
700,Анастасия Векшина,Anastasii͡a  Vekshina,'8156617075828591616',
702,Александра Соболева,Aleksandra  Soboleva,305742265,
704,Михаил Башаков,Mikhail  Bashakov,161602649,Q4080071
705,Павел Кашин,Pavel  Kashin,'5328153716417658617856',Q4218111
706,Александр Етоев,Aleksandr  Etoev,308730353,Q65154183
709,Жан-Кристоф Байи,Zhan-Kristof  Baĭi,107551140,Q607534
710,Александр Горнон,Aleksandr  Hornon,35621831,Q4144620
711,Андрей Немзер,Andreĭ  Nemzer,10017425,Q4316920
712,Владимир Шпаков,Vladimir  Shpakov,46677701,Q19916586
713,Игорь Смирнов-Охтин,Igorʹ  Smirnov-Okhtin,1094474,
715,Мария Фаликман,Marii͡a  Falikman,'295154257835224137728',Q109495761
716,Дмитрий Коломенский,Dmitriĭ  Kolomenskiĭ,206241290,
717,Константин Арбенин,Konstantin  Arbenin,289180956,Q4068659
718,Ирина Дудина,Irina  Dudina,29219875,Q4170168
719,Андрей Головин,Andreĭ  Holovin,268944958,
721,Александр Смир,Aleksandr  Smir,14668370,
722,Татьяна Иванова,Tatʹi͡ana  Ivanova,46236296,Q4196442
723,Борис Чечельницкий,Boris  Chechelʹnit͡skiĭ,,
727,Александр Аршинов,Aleksandr  Arshinov,159864700,
728,С Лесневский,S  Lesnevskiĭ,,
729,В Гришков,V  Hrishkov,'1649162669316355391488',
732,Алексей Макушинский,Alekseĭ  Makushinskiĭ,'1046156619116928827392',Q4276459
733,Михаил Герман,Mikhail  Herman,41404614,Q4137229
734,Евгений Каминский,Evgeniĭ  Kaminskiĭ,46619981,Q15068245
735,Николай Кавин,Nikolaĭ  Kavin,,
736,Борис Григорин,Boris  Hrigorin,41060200,
737,Андрей Крыжановский,Andreĭ  Kryzhanovskiĭ,'1883166777260831932416',
738,Николай Крыщук,Nikolaĭ  Kryshchuk,250401186,Q4243063
739,Наталия Перевезенцева,Natalii͡a  Perevezent͡seva,164618975,
740,Денис Рубин,Denis  Rubin,,
742,В Краснов,V  Krasnov,'8819164604124738093056',Q19908285
743,Александр Фролов,Aleksandr  Frolov,'5150149296282680688640',Q666511
744,Светлана Петрова,Svetlana  Petrova,7225340,
745,Мария Агапова,Marii͡a  Agapova,,
746,Владимир Антипенко,Vladimir  Antipenko,,
749,Наум Синдаловский,Naum  Sindalovskiĭ,69105855,Q18635060
750,Артем Суслов,Artem  Suslov,,
751,Ольга Минкина,Olʹga  Minkina,39005880,
752,Нора Яворская,Nora  I͡Avorskai͡a,18796211,
753,Вячеслав Лейкин,Vi͡acheslav  Leĭkin,'98144648516481318912',Q4257462
756,Андрей Родионов,Andreĭ  Rodionov,84284084,Q119155668
757,Лариса Шушунова,Larisa  Shushunova,170998467,Q56310625
759,Шурка Таракан,Shurka  Tarakan,,
760,Мария Емелюшина,Marii͡a  Emeli͡ushina,,
761,Аркадий Ратнер,Arkadiĭ  Ratner,70776815,
763,Кирилл Коротков,Kirill  Korotkov,78611694,
764,Павел Пепперштейн,Pavel  Peppershteĭn,37192104,Q3372965
765,Вероника Капустина,Veronika  Kapustina,46022070,
766,Кирилл Бурлуцкий,Kirill  Burlut͡skiĭ,,
767,Сергей Бирюков,Sergeĭ  Biri͡ukov,276505471,
768,Евгений Степанов,Evgeniĭ  Stepanov,73540925,Q23656570
769,Наталия Веселова,Natalii͡a  Veselova,'9069160668248603099136',
770,Джон Даулэнд,Dzhon  Daulėnd,,
771,А Финкель,A  Finkelʹ,18688117,
773,Ирина Кравцова,Irina  Kravt͡sova,303208140,
774,Тарас Бибич,Taras  Bibich,,
775,Владимир Кирасиров,Vladimir  Kirasirov,,
776,Данила Орлов,Danila  Orlov,,
777,Ксения Дьяконова,Ksenii͡a  Dʹi͡akonova,309572505,
779,Николай Прокудин,Nikolaĭ  Prokudin,2418287,Q15145428
780,Кирилл Кто,Kirill  Kto,'49146331984418693120',Q16663571
781,Максим Има,Maksim  Ima,,
783,Стас Багс,Stas  Bags,,
784,Валерий Чтак,Valeriĭ  Chtak,,Q4517287
785,Мария Крючкова,Marii͡a  Kri͡uchkova,'9571152684040323072000',Q887237
786,Семён Мотолянец,Semёn  Motoli͡anet͡s,,
787,Митя Безыдейный,Miti͡a  Bezydeĭnyĭ,,
788,Тристан Рево,Tristan  Revo,,
789,Павел Арсеньев,Pavel  Arsenʹev,308244506,Q4070039
790,Владимир Непевный,Vladimir  Nepevnyĭ,308192831,Q4317277
791,Владимир Козлов,Vladimir  Kozlov,16422491,Q4226717
792,Геннадий Комаров,Hennadiĭ  Komarov,,Q4229277
794,Илья Виньковецкий,Ilʹi͡a  Vinʹkovet͡skiĭ,,
796,Борис Вахтин,Boris  Vakhtin,40702458,
799,Марина Гусев,Marina  Husev,,
800,Алексей Яковлев,Alekseĭ  I͡Akovlev,'111151776729118015488',
801,В Пази,V  Pazi,112024818,Q4342174
805,Евгений Сливкин,Evgeniĭ  Slivkin,308731508,Q4423417
806,Ансельм Кифер,Anselʹm  Kifer,95995437,Q170344
807,Дмитрий Озерков,Dmitriĭ  Ozerkov,32334125,Q17617599
809,Александр Крупинин,Aleksandr  Krupinin,'849150323899709915136',
811,Вадим Смоляк,Vadim  Smoli͡ak,,
812,Валерий Скобло,Valeriĭ  Skoblo,'18159154187311992832',Q4422012
813,Изольда Иванова,Izolʹda  Ivanova,50939313,
814,Ростислав Мохов,Rostislav  Mokhov,285274025,
815,Дмитрий Глуховский,Dmitriĭ  Hlukhovskiĭ,29325308,Q283408
816,Соня КрайнихВзглядов,Soni͡a  KraĭnikhVzgli͡adov,,
817,Элина Лебедзе,Ėlina  Lebedze,,
819,Пётр Берш,Pёtr  Bersh,,Q109493051
820,Юлия Вильянен,I͡Ulii͡a  Vilʹi͡anen,,
821,Дмитрий Янен,Dmitriĭ  I͡Anen,,
822,Павел Крузенштерн,Pavel  Kruzenshtern,,
824,Ольга Краузе,Olʹga  Krauze,78252330,Q4239891
826,Алексей Решетун,Alekseĭ  Reshetun,,
828,Пётр Разумов,Pёtr  Razumov,14554165,Q15686437
829,Валентина Ефимовская,Valentina  Efimovskai͡a,44002637,
832,Мария Маркова,Marii͡a  Markova,'128145541829596594176',Q373592
834,Всеволод Рожнятовский,Vsevolod  Rozhni͡atovskiĭ,302798564,
835,Владимир Гандельсман,Vladimir  Handelʹsman,44721088,Q4133217
839,Мик Мюллюахо,Mik  Mi͡ulli͡uakho,,
841,Вадим Прохоров,Vadim  Prokhorov,39608775,Q4382129
842,Иван Забашта,Ivan  Zabashta,,
844,Ольга Богданова,Olʹga  Bogdanova,198090149,Q27955197
847,Януш Вишневский,I͡Anush  Vishnevskiĭ,101844153,Q93143
851,Евгений Кушаковский,Evgeniĭ  Kushakovskiĭ,,
854,Людмила Максимова,Li͡udmila  Maksimova,,
856,Юрий Зверлин,I͡Uriĭ  Zverlin,,
857,Светозар Остров,Svetozar  Ostrov,3983904,
858,Алексей Семкин,Alekseĭ  Semkin,,
860,Арина Мильтон,Arina  Milʹton,,
861,Анна Антонова,Anna  Antonova,79154914,
862,Артемий Гай,Artemiĭ  Haĭ,,
863,Екатерина Жданова,Ekaterina  Zhdanova,,
864,Лора Ларионова,Lora  Larionova,,
865,Алексей Шумков,Alekseĭ  Shumkov,,
866,Светлана Спириденкова,Svetlana  Spiridenkova,,
867,Валентин Красногоров,Valentin  Krasnogorov,85602481,Q4238461
868,Дмитрий Божани,Dmitriĭ  Bozhani,,
869,Ольга Гордийчук,Olʹga  Hordiĭchuk,,
870,Максим Мельман,Maksim  Melʹman,,
871,Варвара Кондратьева,Varvara  Kondratʹeva,,
872,Михаил Зубов,Mikhail  Zubov,'47152501060610678784',
873,Илья Возняков,Ilʹi͡a  Vozni͡akov,,
874,Алексей Климон,Alekseĭ  Klimon,,
875,Юлия Кантор,I͡Ulii͡a  Kantor,14727154,Q4212678
876,Елена Иванова,Elena  Ivanova,26304769,Q18084450
877,Лев Карохин,Lev  Karokhin,76292099,
878,Влад Крик,Vlad  Krik,'5516167445422789361664',
879,Наталья Дроздова,Natalʹi͡a  Drozdova,,
883,Николай Димчевский,Nikolaĭ  Dimchevskiĭ,250234276,Q4161749
890,Илья Ненко,Ilʹi͡a  Nenko,,
891,Владимир Раннев,Vladimir  Rannev,11996731,
892,Анна Долгарева,Anna  Dolgareva,'3151715614513782272',Q108306133
893,Глеб Горбовский,Hleb  Horbovskiĭ,270931618,Q4143661
894,Роман Всеволодов,Roman  Vsevolodov,'1171159478297627983872',
895,Виктор Кречетов,Viktor  Krechetov,70380232,Q60974908
896,Людмила Аникеева,Li͡udmila  Anikeeva,,
897,Ольга Виор,Olʹga  Vior,'16157340748009922560',
898,Алексей Брындин,Alekseĭ  Bryndin,,
899,Юлия Гордеева,I͡Ulii͡a  Hordeeva,,
900,Егор Жвалеев,Egor  Zhvaleev,,
901,Галина Садовская,Halina  Sadovskai͡a,58672088,
903,Юлия Листопад,I͡Ulii͡a  Listopad,,
905,Артем Тылик,Artem  Tylik,305945856,
906,Нина Агафонова,Nina  Agafonova,'560149198319074934784',
907,Александр Ириарте,Aleksandr  Iriarte,,
908,Дмитрий Лукьянов,Dmitriĭ  Lukʹi͡anov,,
910,Алексей Юрчак,Alekseĭ  I͡Urchak,27354880,Q30595015
911,Илья Белоруков,Ilʹi͡a  Belorukov,'851147425877945090048',
912,Юлия Накарякова,I͡Ulii͡a  Nakari͡akova,,
913,Ольга Рощина,Olʹga  Roshchina,,
914,Даниил Гражданкин,Daniil  Hrazhdankin,101519241,
915,Игорь Поцукайло,Igorʹ  Pot͡sukaĭlo,,
917,Тамара Лизуро,Tamara  Lizuro,,
918,Анна Свидер,Anna  Svider,,
919,Михаил Ленькин,Mikhail  Lenʹkin,,
920,Андрей Левкин,Andreĭ  Levkin,95348337,Q4256649
921,Кирилл Кобрин,Kirill  Kobrin,20015390,Q4225195
922,Александр Молчанов,Aleksandr  Molchanov,13988619,
924,Эмили Магуайр,Ėmili  Maguaĭr,,
925,Кирилл Комаров,Kirill  Komarov,,Q4229292
926,Вячеслав Ковалева,Vi͡acheslav  Kovaleva,,
928,Саша Соколова,Sasha  Sokolova,84118986,Q709534
930,Ада Дакар,Ada  Dakar,,
931,Ксюша Сергеева,Ksi͡usha  Sergeeva,,
932,Александр Гумбарг,Aleksandr  Humbarg,,
934,Януш Едзерс,I͡Anush  Edzers,,
937,Дмитрий Брикман,Dmitriĭ  Brikman,'25167021580852871168',Q120263928
943,Гелия Маура,Helii͡a  Maura,63588887,
946,Борис Егоров,Boris  Egorov,70985211,Q4173718
947,Владимир Эрль,Vladimir  Ėrlʹ,76735614,Q4532532
948,Константин Учитель,Konstantin  Uchitelʹ,160773435,Q47190219
950,Алексей Дмитренко,Alekseĭ  Dmitrenko,4553206,Q28497800
951,Юлия Валиева,I͡Ulii͡a  Valieva,51471329,Q28497069
952,Владимир Кузнецов,Vladimir  Kuznet͡sov,'60145971344632332288',Q18244536
953,Валерий Шубинский,Valeriĭ  Shubinskiĭ,15184908,Q4527206
954,Тимур Новиков,Timur  Novikov,'138149106004268482560',Q4322717
955,Анатолий Васильев,Anatoliĭ  Vasilʹev,167753860,Q2444920
956,Вадим Рохлин,Vadim  Rokhlin,55019348,
958,Владлен Гаврильчик,Vladlen  Havrilʹchik,43838979,Q4131287
959,Дмитрий Шагин,Dmitriĭ  Shagin,97145924,Q4519308
960,Елена Шварц,Elena  Shvart͡s,2723359,Q461932
961,Юрий Томошевский,I͡Uriĭ  Tomoshevskiĭ,'3153161332379152285696',Q4460323
962,Владимир Васильев,Vladimir  Vasilʹev,19853872,Q4104566
963,Георгий Бен,Heorgiĭ  Ben,56100564,Q4083658
965,Амарсана Улзытуев,Amarsana  Ulzytuev,22067115,Q24010598
966,Аркадий Драгомощенко,Arkadiĭ  Dragomoshchenko,248480763,Q1960905
972,Егор Сергеев,Egor  Sergeev,,
973,Нина Катерли,Nina  Katerli,29949216,Q17371840
974,Пётр Шмугляков,Pёtr  Shmugli͡akov,,
975,Петя Птах,Peti͡a  Ptakh,,
976,Йоэль Регев,Ĭoėlʹ  Regev,299034858,
977,Елена Никанорова,Elena  Nikanorova,32410066,
979,М Тавареш,M  Tavaresh,,
980,Людмила Линькова,Li͡udmila  Linʹkova,'7106154260880024403968',Q4262349
982,Ксения Розова,Ksenii͡a  Rozova,46695631,
983,Марат Султанов,Marat  Sultanov,,Q11340957
984,Адам Водницкий,Adam  Vodnit͡skiĭ,,
985,Елена Гапова,Elena  Hapova,55325318,
986,Илья Штемлер,Ilʹi͡a  Shtemler,32658023,Q6001514
987,Даниил Гуревич,Daniil  Hurevich,'220155104009476210688',
990,Александр Жолковский,Aleksandr  Zholkovskiĭ,94588826,Q2642482
991,Андрей Арьев,Andreĭ  Arʹev,79120189,Q4071068
992,Андрей Недавний,Andreĭ  Nedavniĭ,,
993,Геннадий Калашников,Hennadiĭ  Kalashnikov,,Q16657246
994,Ефим Бершин,Efim  Bershin,26296082,Q48948210
995,Александр Павлов,Aleksandr  Pavlov,'680144647701045182464',Q4341459
996,Себастьен Дюлюд,Sebastʹen  Di͡uli͡ud,,
997,Борис Бартфельд,Boris  Bartfelʹd,'12144648151880247296',
998,Алексей Остудин,Alekseĭ  Ostudin,,Q4339176
999,Анна Гедымин,Anna  Hedymin,14656435,Q4134750
1000,Анатолий Богатый,Anatoliĭ  Bogatyĭ,,
1002,Светлана Василенко,Svetlana  Vasilenko,67399238,Q21519635
1003,Максим Гликин,Maksim  Hlikin,243465186,
1004,Константин Струков,Konstantin  Strukov,,Q28500623
1006,Лилия Газизова,Lilii͡a  Hazizova,121785100,Q16635428
1007,Ольга Сульчинская,Olʹga  Sulʹchinskai͡a,46699797,Q42296421
1008,Сара Зельцер,Sara  Zelʹt͡ser,,
1009,Наталья Полякова,Natalʹi͡a  Poli͡akova,128085765,Q112987777
1010,Юлия Белохвостова,I͡Ulii͡a  Belokhvostova,'42154074340411744256',
1011,Наталья Елизарова,Natalʹi͡a  Elizarova,'5961156762956441059328',
1012,Вадим Седов,Vadim  Sedov,,
1013,Нури Бурнаш,Nuri  Burnash,41759893,
1014,Дана Курская,Dana  Kurskai͡a,'109152138633510977536',Q60826401
1016,Вера Набокова,Vera  Nabokova,100648543,
1018,Вера Слоним,Vera  Slonim,,
1022,Вадим Пугач,Vadim  Pugach,305368346,
1023,Олег Левитан,Oleg  Levitan,58144941,
1024,Денис Ахапкин,Denis  Akhapkin,103014914,
1025,Джамиль Нилов,Dzhamilʹ  Nilov,,
1026,Евгения Бильченко,Evgenii͡a  Bilʹchenko,'40165569804537430016',Q20065939
1028,Андрей Галицкий,Andreĭ  Halit͡skiĭ,,
1029,Виктор Багров,Viktor  Bagrov,44042121,
1031,Евгений Харитонов,Evgeniĭ  Kharitonov,5345419,
